Source,Volume_No,Chapter_No,Hadith_No,Chapter,Text
Sahih Bukhari,2,15,90,The Two Festivals (Eids),Narrated by Ibn Umar: The Prophet used to proceed to the Musalla and an 'Anaza used to be carried before him and planted in the Musalla in front of him and he would pray facing it (as a Sutra).
Sahih Bukhari,2,15,91,The Two Festivals (Eids),"Narrated by Muhammad Um 'Atiyya said: ""Our Prophet ordered us to come out (on 'Id day) with the mature girls and the virgins staying in seclusion."" Hafsa narrated the above mentioned Hadith and added, ""The mature girls or virgins staying in seclusion but the menstruating women had to keep away from the Musalla."""
Sahih Bukhari,2,15,92,The Two Festivals (Eids),"Narrated by Ibn Abbas: I (in my boyhood) went out with the Prophet on the day of 'Id ul Fitr or Id-ul-Adha. The Prophet prayed and then delivered the Khutba and then went towards the women, preached and advised them and ordered them to give alms."
Sahih Bukhari,2,15,93,The Two Festivals (Eids),"Narrated by Al-Bara': The Prophet went towards Al-Baqi (the grave-yard at Medina) on the day of Id-ul-Adha and offered a two-Rakat prayer (of 'Id-ul-Adha) and then faced us and said, ""On this day of ours, our first act of worship is the offering of prayer and then we will return and slaughter the sacrifice, and whoever does this concords with our Sunna; and whoever slaughtered his sacrifice before that (i.e. before the prayer) then that was a thing which he prepared earlier for his family and it would not be considered as a Nusuk (sacrifice.)"" A man stood up and said, ""O, Allah's Apostle! I slaughtered (the animal before the prayer) but I have a young she-goat which is better than an older sheep."" The Prophet (p.b.u.h) said to him, ""Slaughter it. But a similar sacrifice will not be sufficient for anybody else after you."""
Sahih Bukhari,2,15,94,The Two Festivals (Eids),"Narrated by 'Abdur Rahman bin 'Abis: Ibn Abbas was asked whether he had joined the Prophet in the 'Id prayer. He said, ""Yes. And I could not have joined him had I not been young. (The Prophet came out) till he reached the mark which was near the house of Kathir bin As-Salt, offered the prayer, delivered the Khutba and then went towards the women. Bilal was accompanying him. He preached to them and advised them and ordered them to give alms. I saw the women putting their ornaments with their outstretched hands into Bilal's garment. Then the Prophet along with Bilal returned home."
Sahih Bukhari,2,15,95,The Two Festivals (Eids),"Narrated by Ibn Juraij: 'Ata' told me that he had heard Jabir bin 'Abdullah saying, ""The Prophet stood up to offer the prayer of the 'Id ul Fitr. He first offered the prayer and then delivered the Khutba. After finishing it he got down (from the pulpit) and went towards the women and advised them while he was leaning on Bilal's hand. Bilal was spreading out his garment where the women were putting their alms."" I asked 'Ata' whether it was the Zakat of 'Id ul Fitr. He said, ""No, it was just alms given at that time. Some lady put her finger ring and the others would do the same."" I said, (to 'Ata'), ""Do you think that it is incumbent upon the Imam to give advice to the women (on 'Id day)?"" He said, ""No doubt, it is incumbent upon the Imams to do so and why should they not do so?"" Al-Hasan bin Muslim told me that Ibn Abbas had said, ""I join the Prophet, Abu Bakr, Umar and 'Uthman in the 'Id ul Fitr prayers. They used to offer the prayer before the Khutba and then they used to deliver the Khutba afterwards. Once the Prophet I came out (for the 'Id prayer) as if I were just observing him waving to the people to sit down. He, then accompanied by Bilal, came crossing the rows till he reached the women. He recited the following verse: 'O Prophet! When the believing women come to you to take the oath of fealty to you . . . (to the end of the verse) (60.12).' After finishing the recitation he said, ""O ladies! Are you fulfilling your covenant?"" None except one woman said, ""Yes."" Hasan did not know who was that woman. The Prophet said, ""Then give alms."" Bilal spread his garment and said, ""Keep on giving alms. Let my father and mother sacrifice their lives for you (ladies)."" So the ladies kept on putting their Fatkhs (big rings) and other kinds of rings in Bilal's garment."" Abdur-Razaq said, "" 'Fatkhs' is a big ring which used to be worn in the (Pre-lslamic) period of ignorance."
Sahih Bukhari,2,15,96,The Two Festivals (Eids),"Narrated by Aiyub: Hafsa bint Sirin said, ""On Id we used to forbid our girls to go out for 'Id prayer. A lady came and stayed at the palace of Bani Khalaf and I went to her. She said, 'The husband of my sister took part in twelve holy battles along with the Prophet and my sister was with her husband in six of them. My sister said that they used to nurse the sick and treat the wounded. Once she asked, 'O Allah's Apostle! If a woman has no veil, is there any harm if she does not come out (on 'Id day)?' The Prophet said, 'Her companion should let her share her veil with her, and the women should participate in the good deeds and in the religious gatherings of the believers.' "" Hafsa added, ""When Um-'Atiya came, I went to her and asked her, 'Did you hear anything about so-and-so?' Um-'Atlya said, 'Yes, let my father be sacrificed for the Prophet (p.b.u.h). (And whenever she mentioned the name of the Prophet she always used to say, 'Let my father be' sacrificed for him). He said, 'Virgin mature girls staying often screened (or said, 'Mature girls and virgins staying often screened--Aiyub is not sure as which was right) and menstruating women should come out (on the 'Id day). But the menstruating women should keep away from the Musalla. And all the women should participate in the good deeds and in the religious gatherings of the believers'."" Hafsa said, ""On that I said to Um-'Atiya, 'Also those who are menstruating?' "" Um-'Atiya replied, ""Yes. Do they not present themselves at 'Arafat and elsewhere?""."
Sahih Bukhari,2,15,97,The Two Festivals (Eids),"Narrated by Um-'Atiya: We were ordered to go out (for 'Id) and also to take along with us the menstruating women, mature girls and virgins staying in seclusion. (Ibn 'Aun said, ""Or mature virgins staying in seclusion)."" The menstruating women could present themselves at the religious gathering and invocation of Muslims but should keep away from their Musalla."
Sahih Bukhari,2,15,98,The Two Festivals (Eids),Narrated by Ibn 'Umar: The Prophet (p.b.u.h) used to Nahr or slaughter sacrifices at the Musalla (on 'Id-ul-Adha).
Sahih Bukhari,2,15,99,The Two Festivals (Eids),"Narrated by Al-Bara' bin 'Azib: On the day of Nahr Allah's Apostle delivered the Khutba after the 'Id prayer and said, ""Anyone who prayed like us and slaughtered the sacrifice like we did then he acted according to our (Nusuk) tradition of sacrificing, and whoever slaughtered the sacrifice before the prayer, then that was just mutton (i.e. not sacrifice)."" Abu Burda bin Naiyar stood up and said, ""O Allah's Apostle! By Allah, I slaughtered my sacrifice before I offered the (Id) prayer and thought that today was the day of eating and drinking (non-alcoholic drinks) and so I made haste (in slaughtering) and ate and also fed my family and neighbors."" Allah's Apostle said, ""That was just mutton (not a sacrifice)."" Then Abu Burda said, ""I have a young she-goat and no doubt, it is better than two sheep. Will that be sufficient as a sacrifice for me?"" The Prophet replied, ""Yes. But it will not be sufficient for anyone else (as a sacrifice), after you."""
Sahih Bukhari,2,15,100,The Two Festivals (Eids),"Narrated by Anas bin Malik: Allah's Apostle offered the prayer on the day of Nahr and then delivered the Khutba and ordered that whoever had slaughtered his sacrifice before the prayer should repeat it, that is, should slaughter another sacrifice. Then a person from the Ansar stood up and said, ""O Allah's Apostle! because of my neighbors (he described them as being very needy or poor) I slaughtered before the prayer. I have a young she-goat which, in my opinion, is better than two sheep."" The Prophet gave him the permission for slaughtering it as a sacrifice."
Sahih Bukhari,2,15,101,The Two Festivals (Eids),"Narrated by Jundab: On the day of Nahr the Prophet offered the prayer and delivered the Khutba and then slaughtered the sacrifice and said, ""Anybody who slaughtered (his sacrifice) before the prayer should slaughter another animal in lieu of it, and the one who has not yet slaughtered should slaughter the sacrifice mentioning Allah's name on it."""
Sahih Bukhari,2,15,102,The Two Festivals (Eids),Narrated by Jabir bin 'Abdullah: On the Day of 'Id the Prophet used to return (after offering the 'Id prayer) through a way different from that by which he went.
Sahih Bukhari,2,15,103,The Two Festivals (Eids),"Narrated by 'Urwa on the authority of 'Aisha: On the days of Mina, (11th, 12th, and 13th of Dhul-Hijjah) Abu Bakr came to her while two young girls were beating the tambourine and the Prophet was lying covered with his clothes. Abu Bakr scolded them and the Prophet uncovered his face and said to Abu Bakr, ""Leave them, for these days are the days of 'Id and the days of Mina."" 'Aisha further said, ""Once the Prophet was screening me and I was watching the display of black slaves in the Mosque and ('Umar) scolded them. The Prophet said, 'Leave them. O Bani Arfida! (carry on), you are safe (protected)'."""
Sahih Bukhari,2,15,104,The Two Festivals (Eids),Narrated by Ibn 'Abbas: The Prophet went out and offered a two Rakat prayer on the Day of 'Id ul Fitr and did not offer any other prayer before or after it and at that time Bilal was accompanying him.
Sahih Bukhari,2,16,105,Witr Prayer,"Narrated by Ibn Umar: Once a person asked Allah's Apostle about the night prayer. Allah's Apostle replied, ""The night prayer is offered as two Rakat followed by two Rakat and so on and if anyone is afraid of the approaching dawn (Fajr prayer) he should pray one Raka and this will be a Witr for all the Rakat which he has prayed before."" Nafi' told that 'Abdullah bin 'Umar used to say Taslim between (the first) two Rakat and (the third) odd one in the Witr prayer, when he wanted to attend to a certain matter (during that interval between the Rakat)."
Sahih Bukhari,2,16,106,Witr Prayer,"Narrated by Ibn 'Abbas: Once I passed the night in the house of Maimuna (his aunt). I slept across the bed while Allah's Apostle and his wife slept length-wise. The Prophet slept till midnight or nearly so and woke up rubbing his face and recited ten verses from Surat ""Aal-Imran."" Allah's Apostle went towards a leather skin and performed ablution in the most perfect way and then stood for the prayer. I did the same and stood beside him. The Prophet put his right hand on my head, twisted my ear and then prayed two Rakat five times and then ended his prayer with Witr. He laid down till the Muadh-dhin came then he stood up and offered two Rakat (Sunna of Fajr prayer) and then went out and offered the Fajr prayer."
